record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,madein,Firme,heel,lenght,mainmaterial,Categorie,Produzione,Sottocategorie,Promo,Discount Percentage,season,color,Warehouse2,bicolors,Genere,productname,model_id,barcode,model_size,model_quantity
PRODUCT,102541,Saucony,JAZZ_S70368,JAZZ_S70368_89_YELLOW-BLACK,31,95.00,85.50,48.50,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102541_871683185.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102541_502424544.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102541_645587527.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,yellow," ","gold,black",men," "," "," "," "," "
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292990,884506659180,EU 40,1
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292991,884506659203,EU 41,1
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292992,884506659210,EU 42,6
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292993,884506659234,EU 43,10
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292994,884506659241,EU 44,6
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292995,884506659265,EU 45,3
MODEL,102541," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292996,884506659272,EU 46,4
PRODUCT,102540,Saucony,JAZZ_S70368,JAZZ_S70368_82_TAN-NAVY,67,95.00,85.50,48.50,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102540_807450367.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102540_803225178.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102540_997315218.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,brown," ","tan,navy",men," "," "," "," "," "
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292983,884506658275,EU 40,3
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292984,884506658299,EU 41,8
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292985,884506658305,EU 42,12
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292986,884506658329,EU 43,17
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292987,884506658336,EU 44,13
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292988,884506658350,EU 45,9
MODEL,102540," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292989,884506658367,EU 46,5
PRODUCT,102539,Saucony,JAZZ_S70368,JAZZ_S70368_81_NAVY-ORANGE,67,95.00,85.50,48.50,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102539_1025091272.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102539_1702163710.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102539_2085055490.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,blue," ","navy,orange",men," "," "," "," "," "
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292976,884506658145,EU 40,2
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292977,884506658169,EU 41,3
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292978,884506658176,EU 42,13
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292979,884506658190,EU 43,22
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292980,884506658206,EU 44,15
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292981,884506658220,EU 45,7
MODEL,102539," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292982,884506658237,EU 46,5
PRODUCT,102538,Saucony,JAZZ_S70368,JAZZ_S70368_80_MAROON-YELLOW,66,95.00,85.50,48.50,,1.80,https://www.brandsdistribution.com/prod/stock_product_image_102538_921164621.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102538_1488087854.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102538_1145204140.jpg,China,Saucony," "," "," ",shoes," ",Sneakers," "," ",all-year,red," ","darkred,gold",men," "," "," "," "," "
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292969,884506658015,EU 40,3
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292970,884506658039,EU 41,7
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292971,884506658046,EU 42,12
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292972,884506658060,EU 43,17
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292973,884506658077,EU 44,13
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292974,884506658091,EU 45,9
MODEL,102538," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292975,884506658107,EU 46,5
PRODUCT,102519,Carrera Jeans,CAM921000,TENNESSE_CAM921000_40ALMOND,11,54.90,44.90,22.90,,2.50,https://www.brandsdistribution.com/prod/stock_product_image_102519_2021178029.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102519_12890768.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102519_1510570254.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,brown," ",tan,men," "," "," "," "," "
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292928,8050750411450,EU 40,2
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292929,8050750411467,EU 41,3
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292930,8050750411474,EU 42,1
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292931,8050750411481,EU 43,3
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292932,8050750411498,EU 44,1
MODEL,102519," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292933,8050750411504,EU 45,1
PRODUCT,102517,Carrera Jeans,CAM921060,CAM921060_05BLACK,3,54.90,44.90,22.90,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102517_235349566.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102517_1803939955.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102517_579660701.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292922,8050750411399,EU 43,2
MODEL,102517," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292923,8050750411405,EU 45,1
PRODUCT,102516,Carrera Jeans,CAM921061,CAM921061_01LION,3,54.90,44.90,22.90,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102516_1346039570.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102516_191804051.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102516_893375015.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,yellow," ",goldenrod,men," "," "," "," "," "
MODEL,102516," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292920,8050750411375,EU 43,2
MODEL,102516," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292921,8050750411382,EU 44,1
PRODUCT,102515,Carrera Jeans,CAM921061,CAM921061_04NAVY,2,54.90,44.90,22.90,,2.40,https://www.brandsdistribution.com/prod/stock_product_image_102515_72242048.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102515_1406869840.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102515_1919087068.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,blue," ",navy,men," "," "," "," "," "
MODEL,102515," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292919,8050750411368,EU 44,2
PRODUCT,102514,Carrera Jeans,CAM925300,CAM925300_03DKBROWN,1,54.90,44.90,19.90,,2.20,https://www.brandsdistribution.com/prod/stock_product_image_102514_2071362214.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102514_1954199749.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102514_1329952.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,102514," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292918,8055747419129,EU 46,1
PRODUCT,102495,Carrera Jeans,CB1629,LAOBAN_CB1629_DKBROWN,27,16.90,12.90,6.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102495_1460494064.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102495_535023220.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102495_736532275.jpg,China,Carrera Jeans," "," "," ",accessories," ",Portafoglio," "," ",fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,102495," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292845,8050513650577,NOSIZE,27
PRODUCT,102494,Carrera Jeans,CB1629,LAOBAN_CB1629_BLACK,40,16.90,12.90,6.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102494_828662951.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102494_1403597203.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102494_368624810.jpg,China,Carrera Jeans," "," "," ",accessories," ",Portafoglio," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102494," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292844,8050513445562,NOSIZE,40
PRODUCT,102493,Carrera Jeans,CB1622,LAOBAN_CB1622_DKBROWN,30,16.90,12.90,6.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102493_2085976096.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102493_1817319346.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102493_1118581290.jpg,China,Carrera Jeans," "," "," ",accessories," ",Portafoglio," "," ",fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,102493," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292843,8050513650508,NOSIZE,30
PRODUCT,102492,Carrera Jeans,CB1622,LAOBAN_CB1622_BLACK,40,16.90,12.90,6.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102492_1091093413.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102492_2062948391.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102492_1085570743.jpg,China,Carrera Jeans," "," "," ",accessories," ",Portafoglio," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102492," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292842,8050513445548,NOSIZE,40
PRODUCT,102478,Carrera Jeans,CB1622C_GIFTBOX,LAOBAN_CB1622C_DKBROWN,30,29.90,19.90,11.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102478_1016072334.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102478_252814933.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102478_1324182062.jpg,China,Carrera Jeans," "," "," ",accessories," ",Box," "," ",fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,102478," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292828,8050513444282,NOSIZE,30
PRODUCT,102477,Carrera Jeans,CB1622C_GIFTBOX,LAOBAN_CB1622C_BLACK,40,29.90,19.90,11.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102477_1012163640.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102477_1579939210.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102477_1778271712.jpg,China,Carrera Jeans," "," "," ",accessories," ",Box," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102477," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292827,8050513444275,NOSIZE,40
PRODUCT,102476,Carrera Jeans,CB1602C_GIFTBOX,SMOOTH_CB1602C_DKBROWN,30,29.90,19.90,11.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102476_1377832242.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102476_262112814.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102476_488237599.jpg,China,Carrera Jeans," "," "," ",accessories," ",Box," "," ",fw,brown," ",saddlebrown,men," "," "," "," "," "
MODEL,102476," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292826,8050513650355,NOSIZE,30
PRODUCT,102475,Carrera Jeans,CB1602C_GIFTBOX,SMOOTH_CB1602C_BLACK,40,29.90,19.90,11.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102475_2911560.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102475_1681138545.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102475_500484317.jpg,China,Carrera Jeans," "," "," ",accessories," ",Box," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102475," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292825,8050513650348,NOSIZE,40
PRODUCT,102472,Carrera Jeans,CB1512C_GIFTBOX,NEW-HOLD_CB1512C_BLACK,40,29.90,19.90,11.90,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_102472_1710098153.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102472_878716247.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102472_1136207884.jpg,China,Carrera Jeans," "," "," ",accessories," ",Box," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,102472," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292822,8050513448853,NOSIZE,40
PRODUCT,102437,Carrera Jeans,CAM925300,CAM925300_61TAN,2,54.90,44.90,19.90,,2.20,https://www.brandsdistribution.com/prod/stock_product_image_102437_362796270.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102437_1433679442.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102437_1622270836.jpg,China,Carrera Jeans," "," "," ",shoes," ",Stivaletto," "," ",fw,brown," ",goldenrod,men," "," "," "," "," "
MODEL,102437," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292787,8050750411351,EU 45,2
PRODUCT,102436,Laura Biagiotti,5961-19,5961-19_BLACK,76,154.00,102.00,51.00,,1.70,https://www.brandsdistribution.com/prod/stock_product_image_102436_548629684.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102436_943603164.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102436_1716275938.jpg,China,Laura Biagiotti,9," "," ",shoes," ",Stivale," "," ",fw,black," ",black,women," "," "," "," "," "
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292780,8056147739039,EU 36,8
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292781,8056147739046,EU 37,14
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292782,8056147739053,EU 38,22
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292783,8056147739060,EU 39,16
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292784,8056147739077,EU 40,8
MODEL,102436," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292785,8056147739084,EU 41,8
PRODUCT,102435,Laura Biagiotti,5958-19,5958-19_GREY,50,154.00,102.00,51.00,,1.70,https://www.brandsdistribution.com/prod/stock_product_image_102435_1954597514.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102435_1696654330.jpg,https://www.brandsdistribution.com/prod/stock_product_image_102435_1402675523.jpg,China,Laura Biagiotti,6," "," ",shoes," ",Stivale," "," ",fw,grey," ",dimgray,women," "," "," "," "," "
MODEL,102435," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292774,8057165223883,EU 36,5
MODEL,102435," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",292775,8057165223890,EU 37,10
